no adults,no children,weekend ss,week mf,meal plan,car parking,leadtime,arrival year,arrival month,arrival date,market segment,repeated guest,cancellations,bookings not canceled,avg price,special requests,booking_status
0.5,0,0.142857143,0,0.333333333,0,0.029345372,1,0.363636364,0.933333333,0.25,0,0,0,0.174722222,0.2,Not_Canceled
0.25,0,0,0.176470588,0.333333333,0,0.237020316,1,0.818181818,0.366666667,0,0,0,0,0.12962963,0,Not_Canceled
0.5,0,0,0.058823529,0.333333333,0,0.009029345,1,0.636363636,0.633333333,0.25,0,0,0,0.225185185,0,Canceled
0.5,0,0,0.058823529,0.333333333,0,0.079006772,0,1,0.833333333,0.25,0,0,0,0.17962963,0.2,Not_Canceled
0.5,0,0,0.058823529,0,0,0.083521445,1,0.727272727,0.033333333,0.25,0,0,0,0.183333333,0.2,Canceled
0.25,0,0.142857143,0,0.333333333,0,0.027088036,0,0.818181818,0.1,0,0,0,0,0.133333333,0,Not_Canceled
0.5,0.1,0,0.176470588,0.333333333,0,0.340857788,1,0.636363636,0.3,0.25,0,0,0,0.241666667,0.4,Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.688487585,1,0.909090909,0.1,0,0,0,0,0.164814815,0,Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.169300226,1,0.272727273,0.8,0.25,0,0,0,0.192037037,0.2,Not_Canceled
0.5,0,0.285714286,0.058823529,0.666666667,0,0.275395034,1,0.181818182,0.866666667,0,0,0,0,0.198148148,0.2,Not_Canceled
0.25,0,0.285714286,0.058823529,0.333333333,0,0.054176072,1,0.909090909,0.866666667,0.25,0,0,0,0.148518519,0,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.072234763,0,0.818181818,0.366666667,0.25,0,0,0,0.136796296,0,Not_Canceled
0.75,0,0.142857143,0.058823529,0.333333333,0,0.413092551,1,0.636363636,0.233333333,0.25,0,0,0,0.255,0.4,Canceled
0.5,0,0,0.117647059,0.333333333,0,0.060948081,0,0.727272727,0.566666667,0.25,0,0,0,0.22962963,0.4,Not_Canceled
0.5,0,0,0.235294118,0.333333333,0,0.203160271,1,0.272727273,0.366666667,0.25,0,0,0,0.184166667,0,Canceled
0.25,0,0.142857143,0.058823529,0.333333333,0,0.18510158,1,0.363636364,0.033333333,0,0,0,0,0.148148148,0.2,Not_Canceled
0.5,0,0.285714286,0.235294118,0,0,0.085778781,1,0.181818182,0.1,0.25,0,0,0,0.13537037,0,Canceled
0.25,0,0.285714286,0.117647059,0.333333333,0,0.018058691,0,1,0.1,0.5,0,0,0,0.155555556,0.4,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.593679458,1,0.818181818,0.666666667,0,0,0,0,0.203703704,0,Canceled
0.5,0.1,0,0.058823529,0.666666667,1,0.031602709,1,0.181818182,0.766666667,0.25,0,0,0,0.399074074,0.4,Not_Canceled
0.5,0,0.142857143,0,0.333333333,0,0.133182844,1,0.818181818,0.266666667,0.25,0,0,0,0.28,0,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0,0,0.818181818,0.633333333,0.5,0,0,0,0.227777778,0,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.688487585,1,0.909090909,0.1,0,0,0,0,0.164814815,0,Canceled
0.25,0,0,0.176470588,0.333333333,0,0.015801354,1,0.363636364,0.133333333,0,0,0,0,0.207407407,0,Not_Canceled
0.25,0,0.142857143,0.117647059,0.333333333,0,0.130925508,1,0.909090909,0.566666667,0.25,0,0,0,0.16,0.6,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.022573363,1,0.909090909,0.333333333,0.25,0,0,0,0.160592593,0.2,Not_Canceled
0.5,0.2,0,0.176470588,0.333333333,0,0.221218962,1,0.454545455,0.033333333,0.25,0,0,0,0.368333333,0,Canceled
0.25,0,0,0.176470588,0.333333333,0,0.16027088,1,0.454545455,0.433333333,0,0,0,0,0.222222222,0,Not_Canceled
0.25,0,0,0.176470588,0.333333333,0,0.16027088,1,0.454545455,0.433333333,0,0,0,0,0.222222222,0,Not_Canceled
0.25,0,0,0.176470588,0,0,0.056433409,1,0.363636364,0.3,0.25,0,0,0,0.238888889,0,Not_Canceled
0.25,0,0,0.235294118,0.333333333,0,0.534988713,1,0.818181818,0.366666667,0.25,0,0,0,0.19912963,0.2,Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.433408578,0,0.636363636,0.166666667,0.25,0,0,0,0.141666667,0.4,Not_Canceled
0.5,0.1,0.285714286,0.058823529,0.333333333,0,0.153498871,1,0.909090909,0.866666667,0.25,0,0,0,0.203333333,0,Canceled
0.5,0,0.285714286,0.294117647,0.333333333,0,0.128668172,0,1,0.8,0.25,0,0,0,0.134203704,0,Not_Canceled
0.75,0,0.142857143,0.058823529,0.666666667,1,0.225733634,1,0.363636364,0.433333333,0.25,0,0,0,0.406666667,0.4,Canceled
0.5,0,0.285714286,0.294117647,0,0,0.306997743,1,0.454545455,0.9,0.25,0,0,0,0.149537037,0,Not_Canceled
0.5,0,0,0.235294118,0.333333333,0,0.571106095,1,0.363636364,0.1,0,0,0,0,0.166666667,0,Canceled
0.5,0.2,0.285714286,0.235294118,0.666666667,0,0.106094808,0,0.818181818,0.8,0,0,0,0,0.367925926,0.2,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.115124153,1,0.727272727,0.033333333,0.25,0,0,0,0.228333333,0,Canceled
0.25,0,0,0.058823529,0.666666667,0,0.002257336,1,0.454545455,0.533333333,0,0,0,0,0.165277778,0,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.015801354,1,0.909090909,0.3,1,0,0,0,0,0,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0.119638826,1,0.272727273,0.9,0.25,0,0,0,0.222222222,0.2,Not_Canceled
0.5,0,0,0.117647059,0,0,0.033860045,1,0.090909091,0.366666667,0.25,0,0,0,0.146296296,0,Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.943566591,1,0.727272727,0.833333333,0,0,0,0,0.138888889,0,Canceled
0.5,0,0,0.117647059,0.333333333,0,0.399548533,1,0.454545455,0.066666667,0,0,0,0,0.185185185,0,Canceled
0.75,0,0.142857143,0.117647059,0.333333333,0,0.453724605,1,0.818181818,0.066666667,0.25,0,0,0,0.264,0.4,Canceled
0.5,0,0,0.176470588,0.333333333,0,0.081264108,1,0.909090909,0,0,0,0,0,0.138888889,0,Not_Canceled
0.5,0.1,0.142857143,0.176470588,0.333333333,0,0.16027088,1,0.909090909,0.9,0.25,0,0,0,0.126055556,0.4,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.015801354,1,1,0.033333333,0.25,0,0,0,0.166462963,0,Not_Canceled
0.25,0,0,0.176470588,0.666666667,0,0.191873589,0,0.727272727,0.966666667,0,0,0,0,0.185185185,0,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.726862302,1,1,0.266666667,0,0,0,0,0.096296296,0,Not_Canceled
0.25,0,0.285714286,0,0.333333333,0,0.072234763,1,1,0.1,0.25,0,0,0,0.177777778,0,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.636568849,1,1,0.933333333,0.25,0,0,0,0.154259259,0.4,Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.011286682,0,0.636363636,1,0.25,0,0,0,0.194907407,0.4,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.316027088,1,0.545454545,0.566666667,0.25,0,0,0,0.211722222,0.2,Not_Canceled
0.5,0,0.142857143,0,0,0,0.0496614,1,0.363636364,0.933333333,0.25,0,0,0,0.201851852,0.4,Not_Canceled
0.5,0,0.285714286,0.294117647,0.333333333,0,0.309255079,1,0.636363636,0.633333333,0.25,0,0,0,0.190240741,0.2,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.216704289,1,0.272727273,0.533333333,0.25,0,0,0,0.15662963,0.2,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.318284424,1,0.454545455,0.066666667,0,0,0,0,0.244444444,0,Not_Canceled
0.5,0.1,0.285714286,0.117647059,0.333333333,0,0.27765237,1,0.363636364,0.7,0.25,0,0,0,0.216574074,0.4,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.178329571,1,0,0.3,0,0,0,0,0.12962963,0,Not_Canceled
0.5,0,0,0.235294118,0,0,0.130925508,1,0.272727273,0.866666667,0.25,0,0,0,0.184962963,0.2,Not_Canceled
0.5,0,0.142857143,0.235294118,0,0,0.431151242,1,0.818181818,0.133333333,0.25,0,0,0,0.181666667,0,Canceled
0.5,0,0.285714286,0.058823529,0,0,0.110609481,1,0.181818182,0.133333333,0.25,0,0,0,0.128703704,0,Not_Canceled
0.5,0,0.285714286,0.294117647,0.333333333,0,0.23476298,1,0.727272727,0.133333333,0.25,0,0,0,0.182666667,0.2,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0,0,0.818181818,0,0.25,0,0,0,0.256796296,0,Not_Canceled
0.5,0,0,0.058823529,0.333333333,0,0.060948081,1,0.454545455,0.266666667,0,0,0,0,0.222222222,0,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.072234763,1,0.454545455,0.866666667,0.25,0,0,0,0.239166667,0,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.182844244,1,0.181818182,0.8,0,0,0,0,0.12037037,0,Canceled
0.5,0,0.142857143,0.058823529,0.666666667,0,0.16027088,1,0.818181818,0.7,0,0,0,0,0.263888889,0,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.191873589,1,0.818181818,0.166666667,0,0,0,0,0.157407407,0.2,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.505643341,0,0.818181818,0.033333333,0,0,0,0,0.12037037,0,Not_Canceled
0.5,0,0.285714286,0.058823529,0.666666667,0,0.196388262,1,0.818181818,0.733333333,0,0,0,0,0.196759259,0.2,Not_Canceled
0.5,0,0.142857143,0.294117647,0.333333333,0,0.126410835,1,0.909090909,0.433333333,0.25,0,0,0,0.163703704,0,Canceled
0.5,0,0,0.117647059,0.333333333,0,0.458239278,1,0.636363636,0.533333333,0.25,0,0,0,0.211666667,0.4,Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.106094808,1,0,0.966666667,0.25,0,0,0,0.102296296,0,Not_Canceled
0.5,0,0.142857143,0.058823529,0,0,0.139954853,1,0.090909091,0.466666667,0.25,0,0,0,0.09,0,Not_Canceled
0.25,0,0,0.058823529,0.333333333,0,0.027088036,1,0.545454545,0.966666667,0.5,0,0,0,0.12037037,0.2,Not_Canceled
0.5,0,0.142857143,0.058823529,0.333333333,0,0.069977427,1,0.272727273,0.266666667,0.25,0,0,0,0,0.2,Not_Canceled
0.5,0,0.285714286,0.058823529,0.333333333,0,0.051918736,1,0.818181818,0.933333333,0.25,0,0,0,0.259259259,0,Canceled
0.5,0,0,0.176470588,0.333333333,0,0.611738149,1,0.727272727,0.666666667,0,0,0,0,0.187648148,0.2,Canceled
0.25,0,0,0.117647059,0.333333333,0,0.514672686,1,0.636363636,0.3,0.25,0,0,0,0.168333333,0.2,Canceled
0.5,0,0,0.235294118,0.333333333,0,0.729119639,1,0.363636364,0.533333333,0,0,0,0,0.12962963,0,Canceled
0.5,0.2,0.285714286,0.294117647,0.333333333,0,0.042889391,1,0.727272727,0.566666667,0.25,0,0,0,0.434648148,0.4,Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.094808126,1,0.272727273,0.666666667,0.25,0,0,0,0.192296296,0.2,Not_Canceled
0.75,0,0.285714286,0.411764706,0.333333333,0,0.076749436,1,0.636363636,0.5,0.25,0,0,0,0.311666667,0.2,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.25282167,1,0.454545455,0.033333333,0,0,0,0,0.185185185,0,Not_Canceled
0.25,0,0,0.176470588,0.333333333,0,0.200902935,0,0.909090909,0.533333333,0.25,0,0,0,0.118055556,0.2,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0.137697517,1,1,0.233333333,0.25,0,0,0,0.173333333,0.2,Not_Canceled
0.5,0.2,0.142857143,0.058823529,0.333333333,0,0.088036117,1,0.272727273,0.333333333,0.25,0,0,0,0.328333333,0.4,Not_Canceled
0.75,0,0,0.235294118,0.333333333,0,0.069977427,1,0.181818182,0.033333333,0.25,0,0,0,0.217222222,0.2,Not_Canceled
0.25,0,0,0.058823529,0.333333333,1,0,1,0.272727273,0,0.5,1,0.076923077,0,0.124074074,0,Not_Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.623024831,1,0.363636364,0.4,0,0,0,0,0.112962963,0,Canceled
0.5,0,0,0.117647059,0,0,0.0248307,1,0.181818182,0.3,0.25,0,0,0,0.175925926,0,Not_Canceled
0.5,0,0,0.176470588,0,0,0.275395034,1,0.363636364,0.533333333,0.25,0,0,0,0.191666667,0.2,Not_Canceled
0.5,0,0,0.058823529,0.666666667,0,0.124153499,1,0.272727273,0.166666667,0,0,0,0,0.192592593,0,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.297968397,1,0.363636364,0.4,0.25,0,0,0,0.209351852,0.2,Not_Canceled
0.5,0.1,0.285714286,0.235294118,0.333333333,0,0.085778781,0,0.818181818,1,0,0,0,0,0.119851852,0.2,Not_Canceled
0.5,0,0.571428571,0.647058824,0.333333333,0,0.009029345,1,0.090909091,0.8,0.25,0,0,0,0.204685185,0.2,Canceled
0.25,0.1,0.285714286,0.058823529,0.333333333,0,0.162528217,1,0.272727273,0.766666667,0.25,0,0,0,0.213888889,0,Canceled
0.25,0,0.142857143,0.235294118,0.333333333,0,0.428893905,1,0.454545455,0.7,0,0,0,0,0.175925926,0,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.187358916,1,0.363636364,0.2,0.25,0,0,0,0.230833333,0.2,Not_Canceled
0.5,0,0.142857143,0.058823529,0.333333333,0,0.620767494,1,0.454545455,0.1,0,0,0,0,0.116296296,0,Canceled
0.5,0.2,0,0.235294118,0.333333333,0,0.243792325,1,0.818181818,0.333333333,0.25,0,0,0,0.37,0,Canceled
0.25,0,0.142857143,0,0,0,0,1,1,0.133333333,0.25,0,0,0,0.162962963,0,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.507900677,1,0.636363636,0.366666667,0.25,0,0,0,0.178333333,0,Canceled
0.5,0,0.142857143,0.235294118,0.333333333,0,0.090293454,1,0.727272727,0.133333333,0.25,0,0,0,0.213333333,0,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.176072235,1,0.181818182,0.8,0,0,0,0,0.185185185,0,Canceled
0.25,0,0,0.117647059,0.333333333,0,0.37020316,0,0.818181818,0.033333333,0,0,0,0,0.185185185,0,Not_Canceled
0.25,0,0,0.058823529,0,0,0.033860045,1,0,0.666666667,0.25,0,0,0,0.138888889,0.2,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.392776524,1,0.636363636,0.366666667,0.25,0,0,0,0.184166667,0.2,Not_Canceled
0.75,0,0.142857143,0.176470588,0.333333333,0,0.191873589,1,0.727272727,0.466666667,0.25,0,0,0,0.311666667,0,Canceled
0.25,0,0,0.176470588,0.333333333,0,0.255079007,1,0.363636364,1,0.5,0,0,0,0.185185185,0,Canceled
0.75,0,0.285714286,0.176470588,0.333333333,0,0.286681716,1,0.545454545,0.9,0.25,0,0,0,0.261666667,0,Not_Canceled
0.5,0,0.142857143,0,0,0,0.205417607,1,0.454545455,0.833333333,0.25,0,0,0,0.158333333,0,Canceled
0.75,0,0.285714286,0.117647059,0.333333333,0,0.051918736,1,0.909090909,0.8,0.25,0,0,0,0.285185185,0,Canceled
0.5,0,0.285714286,0.117647059,0,0,0.354401806,1,0.545454545,0.5,0.25,0,0,0,0.161351852,0,Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.056433409,0,0.909090909,0.7,0,0,0,0,0.12037037,0,Not_Canceled
0.5,0,0,0.235294118,0.666666667,0,0.668171558,1,0.727272727,0.666666667,0,0,0,0,0.216666667,0.2,Canceled
0.5,0,0.285714286,0.294117647,0,0,0.076749436,1,0.636363636,0.866666667,0.25,0,0,0,0.192388889,0.2,Not_Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.162528217,1,0.363636364,0.7,0.25,0,0,0,0.245555556,0,Canceled
0.25,0,0.142857143,0,0.333333333,0,0.135440181,1,0.272727273,0.8,0.5,0,0,0,0.12037037,0,Not_Canceled
0.5,0,0,0.294117647,0.333333333,0,0.46275395,1,0.545454545,0.833333333,0.25,0,0,0,0.129685185,0.2,Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.137697517,1,0.272727273,0.766666667,0.25,0,0,0,0.184555556,0.2,Not_Canceled
0.5,0,0.285714286,0.294117647,0,0,0.428893905,1,0.636363636,0.6,0.25,0,0,0,0.165277778,0,Canceled
0.25,0,0.142857143,0.058823529,0.333333333,0,0.004514673,1,0.909090909,0.833333333,0.25,0,0,0,0.184259259,0,Canceled
0.5,0,0.142857143,0.058823529,0.333333333,0,0.218961625,1,0.181818182,0.366666667,0.25,0,0,0,0.145,0,Canceled
0.25,0,0.571428571,0.647058824,0.333333333,0,0.349887133,1,0.636363636,0.966666667,0.25,0,0,0,0.217444444,0,Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.681715576,1,0.727272727,0.5,0,0,0,0,0.185185185,0,Canceled
0.25,0,0,0.058823529,0.333333333,0,0.027088036,1,0.545454545,0.166666667,0.5,0,0,0,0.231481481,0,Not_Canceled
0.5,0,0.285714286,0.176470588,0,0,0.088036117,1,0,0,0.25,0,0,0,0.112907407,0,Not_Canceled
0.5,0,0,0.058823529,0.333333333,0,0.009029345,1,0.363636364,0.866666667,0.25,0,0,0,0.325925926,0.2,Not_Canceled
0.25,0,0,0.058823529,0.333333333,0,0.063205418,1,0.090909091,0.1,0.25,0,0,0,0.15,0,Canceled
0.5,0,0.285714286,0.058823529,0.333333333,0,0.056433409,1,0.090909091,0.433333333,0.25,0,0,0,0.134814815,0,Canceled
0.75,0,0.142857143,0.117647059,0.333333333,0,0.133182844,1,0.454545455,0.066666667,0.25,0,0,0,0.289444444,0.4,Not_Canceled
0.5,0,0.142857143,0,0.333333333,0,0,1,1,0.833333333,0.25,0,0,0,0.154,0.2,Not_Canceled
0.25,0,0.142857143,0.176470588,0.333333333,0,0.033860045,1,0.454545455,0.633333333,0.25,0,0,0,0.231481481,0.2,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.198645598,0,0.636363636,0.433333333,0.25,0,0,0,0.141666667,0,Not_Canceled
0.5,0,0.142857143,0.235294118,0.333333333,0,0.334085779,0,1,0.966666667,0,0,0,0,0.124074074,0,Not_Canceled
0.25,0,0.142857143,0.117647059,0.333333333,0,0.632054176,1,0.727272727,0.6,0,0,0,0,0.185185185,0,Canceled
0.5,0,0,0.235294118,0.333333333,0,0.225733634,1,0.727272727,0.9,0,0,0,0,0.185185185,0,Canceled
0.5,0,0,0.117647059,0.666666667,0,0.063205418,0,0.909090909,0.6,0,0,0,0,0.183333333,0.2,Not_Canceled
0.5,0,0,0.058823529,0,0,0.018058691,1,0.909090909,0.033333333,0.25,0,0,0,0.222222222,0.4,Not_Canceled
0.5,0,0.142857143,0,0,0,0.074492099,1,0.090909091,0.466666667,0.25,0,0,0,0.125,0,Canceled
0.5,0,0,0.176470588,0.333333333,0,0.085778781,1,0.181818182,0.066666667,0.5,0,0,0,0.162425926,0.2,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0.196388262,1,0.454545455,0.266666667,0.25,0,0,0,0.180944444,0,Not_Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.090293454,0,0.727272727,0.4,0.25,0,0,0,0.175,0.4,Not_Canceled
0.5,0,0.142857143,0.058823529,0.333333333,0,0.099322799,1,0,0.033333333,1,0,0,0,0.003703704,0,Not_Canceled
0.5,0,0,0.058823529,0.333333333,0,0.002257336,0,0.636363636,0.833333333,1,0,0,0,0,0,Not_Canceled
0.5,0,0.142857143,0.235294118,0,0,0.334085779,1,0.636363636,0.7,0.25,0,0,0,0.168333333,0,Canceled
0.5,0,0,0.058823529,0.333333333,0,0.088036117,1,1,0.866666667,0,0,0,0,0.12037037,0.2,Not_Canceled
0.75,0,0,0.117647059,0.333333333,0,0.194130926,1,0.545454545,0.833333333,0.25,0,0,0,0.255,0,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0.09255079,1,0.181818182,0.5,0,0,0,0,0.157407407,0,Not_Canceled
0.5,0.1,0,0.117647059,0.333333333,0,0.194130926,1,0.181818182,0.033333333,0,0,0,0,0.111111111,0.2,Not_Canceled
0.5,0,0,0.117647059,0.666666667,0,0.598194131,1,0.454545455,0.766666667,0,0,0,0,0.212962963,0.2,Canceled
0.5,0,0,0.117647059,0.333333333,0,0.085778781,1,0.090909091,0.133333333,0.25,0,0,0,0.161666667,0.2,Canceled
0.5,0,0,0.117647059,0.333333333,0,0.072234763,1,0.909090909,0.333333333,0.25,0,0,0,0.240740741,0.2,Canceled
0.5,0,0,0.058823529,0,0,0.268623025,1,0.909090909,0.3,0.25,0,0,0,0.315,0.2,Not_Canceled
0.25,0,0,0.176470588,0.333333333,0,0.009029345,0,0.636363636,0.566666667,0.5,0,0,0,0.12037037,0,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.108352144,1,0.090909091,0.833333333,0.25,0,0,0,0.147037037,0.2,Not_Canceled
0.5,0,0.142857143,0,0.333333333,0,0.006772009,1,1,0.6,0.25,0,0,0,0.180555556,0.2,Not_Canceled
0.25,0,0,0.176470588,0.333333333,0,0.623024831,1,0.727272727,0.7,0,0,0,0,0.177166667,0,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0.686230248,1,0.909090909,0.066666667,0,0,0,0,0.164814815,0,Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.442437923,1,0.363636364,0.366666667,0,0,0,0,0.149537037,0.2,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.643340858,1,0.818181818,0.066666667,0,0,0,0,0.185185185,0,Canceled
0.5,0,0.142857143,0.058823529,0.333333333,0,0.009029345,1,0.363636364,0.033333333,0,0,0,0,0.166666667,0,Not_Canceled
0.5,0.1,0.285714286,0.235294118,0,0,0.273137698,1,0.727272727,0.266666667,0.25,0,0,0,0.166222222,0,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.18510158,1,0.272727273,0.333333333,0,0,0,0,0.149537037,0,Not_Canceled
0.5,0,0,0.235294118,0,0,0.383747178,1,0.545454545,0.6,0.25,0,0,0,0.157407407,0.2,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.004514673,1,0.454545455,0.5,0.25,0,0,0,0.261111111,0,Not_Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.343115124,1,0.545454545,0.7,0.25,0,0,0,0.187314815,0,Canceled
0.5,0.1,0,0.176470588,0.333333333,0,0.063205418,1,0.818181818,0.566666667,0.25,0,0,0,0.296666667,0.2,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.063205418,1,0.727272727,0.133333333,0.25,0,0,0,0.215277778,0.2,Not_Canceled
0.75,0,0.142857143,0,0.333333333,1,0.051918736,1,0.454545455,0.366666667,0.25,0,0,0,0.248055556,0,Not_Canceled
0.5,0,0,0.235294118,0,0,0.11738149,1,0.181818182,0.266666667,0.25,0,0,0,0.118055556,0,Canceled
0.75,0,0,0.117647059,0.333333333,0,0.178329571,1,0.545454545,0.6,0.25,0,0,0,0.255,0.4,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.060948081,0,0.727272727,0.9,0.25,0,0,0,0.277555556,0,Not_Canceled
0.25,0,0.142857143,0.058823529,0,0,0.011286682,1,0.181818182,0.9,0.25,0,0,0,0.155555556,0.2,Not_Canceled
0.5,0,0,0.058823529,0,1,0.148984199,1,0.727272727,0.066666667,0.25,0,0,0,0.178333333,0.2,Not_Canceled
0.25,0,0,0.117647059,0.333333333,0,0.340857788,1,0,0.6,0,0,0,0,0.131481481,0,Not_Canceled
0.75,0,0.142857143,0.176470588,0.333333333,0,0.356659142,1,0.454545455,0.966666667,0.25,0,0,0,0.225092593,0.4,Canceled
0.5,0,0.142857143,0.117647059,0,0,0.020316027,1,1,0.5,0.25,0,0,0,0.144444444,0,Not_Canceled
0.25,0,0.142857143,0.117647059,0.333333333,0,0.264108352,1,0.090909091,0.933333333,0,0,0,0,0.140740741,0,Not_Canceled
0.5,0,0.285714286,0.117647059,0.333333333,0,0.169300226,1,0.818181818,0.7,0.25,0,0,0,0.20887037,0.2,Canceled
0.25,0,0,0.117647059,0.333333333,0,0.232505643,1,0.272727273,0.6,0,0,0,0,0.212962963,0,Canceled
0.5,0,0,0.117647059,0.666666667,0,0.58013544,0,0.545454545,0,0,0,0,0,0.187962963,0,Canceled
0.5,0,0,0.235294118,0.333333333,0,0.300225734,1,0.545454545,0.166666667,0.25,0,0,0,0.223518519,0.4,Not_Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.038374718,1,0.909090909,0.866666667,0.25,0,0,0,0.154074074,0,Canceled
0.5,0,0.285714286,0.058823529,0.333333333,0,0.18510158,0,1,0.6,0,0,0,0,0.111111111,0.2,Not_Canceled
0.5,0,0.142857143,0.117647059,0,0,0.090293454,1,0.272727273,0,0.25,0,0,0,0.198333333,0,Canceled
0.5,0,0,0.058823529,0.333333333,0,0,1,0.090909091,0.3,1,0,0,0,0,0.4,Not_Canceled
0.25,0,0.142857143,0,0,0,0.060948081,1,0.727272727,0.8,0.25,0,0,0,0.192592593,0.2,Not_Canceled
0.5,0,0.142857143,0.176470588,0.333333333,0,0.726862302,1,0.363636364,0.6,0,0,0,0,0.148148148,0,Canceled
0.5,0,0.285714286,0.176470588,0.333333333,0,0.467268623,0,0.636363636,0.666666667,0.25,0,0,0,0.141666667,0.6,Not_Canceled
0.5,0,0.142857143,0.117647059,0.333333333,0,0.379232506,1,0.272727273,0.7,0,0,0,0,0.157407407,0,Canceled
0.5,0,0.285714286,0.058823529,0,0,0.20993228,1,1,0.566666667,0.25,0,0,0,0.146666667,0.2,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.038374718,0,0.818181818,0.5,0,0,0,0,0.088888889,0,Not_Canceled
0.5,0,0,0.176470588,0.333333333,0,0.128668172,1,1,0.866666667,0.25,0,0,0,0.208888889,0.6,Not_Canceled
0.5,0,0,0.176470588,0.666666667,0,0.029345372,1,0.272727273,0.833333333,0,0,0,0,0.177777778,0,Not_Canceled
0.5,0,0.285714286,0.235294118,0,0,0.214446953,1,1,0.766666667,0.25,0,0,0,0.149277778,0.2,Not_Canceled
0.5,0,0,0.058823529,0.333333333,0,0.065462754,1,0.363636364,0.566666667,0.25,0,0,0,0.288888889,0,Canceled
0.25,0,0.285714286,0,0.333333333,0,0.002257336,0,1,0.866666667,0.5,1,0,0.086206897,0.12037037,0,Not_Canceled
0.5,0,0,0.117647059,0.333333333,0,0.015801354,1,0.090909091,0.366666667,0.25,0,0,0,0.196296296,0,Canceled
0.5,0.2,0.142857143,0.058823529,0.333333333,0,0.072234763,1,0.727272727,0.766666667,0.25,0,0,0,0.374166667,0.2,Canceled
0.5,0,0.285714286,0.117647059,0,0,0.027088036,1,0.909090909,0.566666667,0.25,0,0,0,0.162277778,0.2,Not_Canceled
0.5,0,0,0.235294118,0.333333333,0,0.115124153,1,0.909090909,0.5,0,0,0,0,0.138888889,0,Not_Canceled
0.25,0,0,0.058823529,0.333333333,0,0.018058691,1,0.090909091,0.6,0.5,0,0,0,0.15,0,Not_Canceled
